,source,author,title,description,url,urlToImage,publishedAt,content
775,"{'id': None, 'name': 'Yahoo.com'}","Nicholas Wu, USA TODAY",Trump invoking Defense Production Act to speed coronavirus resources - live updates,"Trump said he was invoking the Defense Production Act, which allows the president to require businesses to fulfill orders needed for national defense.",https://news.yahoo.com/senate-plans-vote-sick-leave-114836358.html,https://s.yimg.com/ny/api/res/1.2/FvaI3cSWNtNjtBtMillVNw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD0xNjAw/https://s.yimg.com/uu/api/res/1.2/hVo5TDboE7FwjuAAopADmg--~B/aD0xMDgwO3c9ODY0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://s.yimg.com/hd/cp-video-transcode/prod/2020-03/18/5e718e7b02816b7b319c1d28/5e718e872c59ed0001305d03_864x1080_FES_v1.jpg,2020-03-18T16:55:23Z,"WASHINGTON President Donald Trump said he has no plans to suspend tariffs on China or other nations as part of the U.S.'s effort to battle the coronavirus.
There is no reason to do that, Trump said. This (virus) was caused by something totally unrelated to t… [+13684 chars]"
776,"{'id': None, 'name': 'Yahoo.com'}",By Parisa Hafezi,"Iran's supreme leader to pardon 10,000 prisoners, including political ones","Iran's Supreme Leader Ayatollah Ali Khamenei will pardon 10,000 prisoners including political ones in honor of the Iranian new year on Friday, state TV reported. ""Those who will be pardoned will not return to jail... almost half of those security-related pris…",https://news.yahoo.com/irans-supreme-leader-pardon-10-204039888.html,https://s.yimg.com/ny/api/res/1.2/hcVOA4L3nVupWhgTrwaWCA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTIuOA--/https://s.yimg.com/uu/api/res/1.2/qpFZma.alaxglyL2Ke7ZHw--~B/aD01MzM7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/49cb5a94ce77497c4829d98520aeb55c,2020-03-18T20:40:39Z,"By Parisa Hafezi
DUBAI (Reuters) - Iran's Supreme Leader Ayatollah Ali Khamenei will pardon 10,000 prisoners including political ones in honor of the Iranian new year on Friday, state TV reported.
""Those who will be pardoned will not return to jail ... almo… [+2769 chars]"
777,"{'id': None, 'name': 'Yahoo.com'}",Jason Scott,"Morrison Slams ‘Un-Australian’ Hoarders, and Wins Back Support","(Bloomberg) -- For Australians, getting called “un-Australian” is one of the most grating insults around.So when Prime Minister Scott Morrison used the term ...",https://news.yahoo.com/morrison-slams-un-australian-hoarders-180000765.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,2020-03-18T18:00:00Z,"(Bloomberg) -- For Australians, getting called un-Australian is one of the most grating insults around.
So when Prime Minister Scott Morrison used the term to shame hoarders on Wednesday while seeking to calm panic over a surge in coronavirus cases, it got t… [+4881 chars]"
778,"{'id': None, 'name': 'Yahoo.com'}",Justin Baragona,Tucker Carlson: Trump at ‘His Very Best’ Defending Use of ‘Chinese Virus’,"Fox News host Tucker Carlson applauded President Donald Trump on Tuesday night for doubling down on using the term “Chinese virus” to refer to the novel coronavirus, saying the moment was the president “at his very best.”During a coronavirus press conference …",https://news.yahoo.com/tucker-carlson-trump-very-best-020521957.html,https://s.yimg.com/ny/api/res/1.2/xjAbny19B7lMw.QBS9NfIw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MTkuODYzMjQ3ODYzMjQ3OA--/https://s.yimg.com/uu/api/res/1.2/lzNjeE_wiFzy27eW84JQDQ--~B/aD02NTg7dz0xMTcwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-US/thedailybeast.com/d9e89a16eba88fe2e706554089202b96,2020-03-18T02:05:21Z,"Fox News
Fox News host Tucker Carlson applauded President Donald Trump on Tuesday night for doubling down on using the term Chinese virus to refer to the novel coronavirus, saying the moment was the president at his very best.
During a coronavirus press con… [+2200 chars]"
779,"{'id': None, 'name': 'Yahoo.com'}",By Sonya Dowsett and Ryan Woo,"Rattled world 'at war' with coronavirus as deaths surge in Italy, France","MADRID/BEIJING (Reuters) - Hundreds of millions of people faced a world turned upside down on Wednesday by unprecedented emergency measures against the coronavirus pandemic that is killing the old and vulnerable and threatening prolonged economic misery. ""Thi…",https://news.yahoo.com/stunned-world-grapples-once-100-124801906.html,https://s.yimg.com/ny/api/res/1.2/HYG5QoR88qXp99chRJHTHQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04MjIuNA--/https://s.yimg.com/uu/api/res/1.2/8JwQG4XjJud.c8LBtUQb8g--~B/aD01MTQ7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/e570d282fbeed531fc053397d5cd36b3,2020-03-18T12:48:01Z,"By Sonya Dowsett and Ryan Woo
MADRID/BEIJING (Reuters) - Hundreds of millions of people faced a world turned upside down on Wednesday by unprecedented emergency measures against the coronavirus pandemic that is killing the old and vulnerable and threatening … [+5676 chars]"
780,"{'id': None, 'name': 'Yahoo.com'}",Ryan Teague Beckwith and Mark Niquette,Democrats Sue Wisconsin to Extend Voting: Campaign Update,(Bloomberg) -- The Democratic National Committee and Democratic Party of Wisconsin filed a lawsuit to extend a deadline for voter registration and mailing absentee ballots for the state’s April 7 primary in response to the coronavirus outbreak.Wednesday is th…,https://news.yahoo.com/americans-sharply-divided-virus-survey-180609421.html,https://s.yimg.com/ny/api/res/1.2/6PbsmR03ucfRAS2Ih2rYIA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuNzU-/https://s.yimg.com/uu/api/res/1.2/RvNiEf.K8KvL.DHDSTx4dw--~B/aD02ODM7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/bloomberg_politics_602/01c2e75f8fd4a2b4a945de2d4d2ed178,2020-03-18T21:51:29Z,(Bloomberg) -- The Democratic National Committee and Democratic Party of Wisconsin filed a lawsuit to extend a deadline for voter registration and mailing absentee ballots for the states April 7 primary in response to the coronavirus outbreak.Wednesday is the… [+4181 chars]
781,"{'id': None, 'name': 'Marketwatch.com'}",Barbara Kollmeyer,London Markets: Pound sinks to multidecade lows as stocks reel from coronavirus concerns,"The pound tumbled to levels not seen in several decades, as investors flocked to the perceived safe haven of the dollar while stocks continued to tumble on fears of the coronavirus pandemic doing severe damage to the global economy.",https://www.marketwatch.com/story/pound-sinks-to-multidecade-lows-as-stocks-reel-from-coronavirus-concerns-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-GR873_Britis_ZG_20181016143010.jpg,2020-03-18T13:24:18Z,"The pound tumbled to levels not seen in several decades, as investors flocked to the perceived safe haven of the dollar while stocks continued to tumble on fears of the coronavirus pandemic doing severe damage to the global economy. 
The pound 
GBPUSD, -2.1… [+2370 chars]"
782,"{'id': None, 'name': 'Marketwatch.com'}",Sanjiv Das,Outside the Box: How coronavirus is already threatening the housing market,"Mortgage firms must prepare now for a U.S. recession, writes Sanjiv Das.",https://www.marketwatch.com/story/how-coronavirus-is-already-threatening-the-housing-market-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-HP919_arends_ZG_20190821231425.jpg,2020-03-18T09:35:31Z,"As the coronavirus pandemic threatens financial markets and sends the U.S. economy into a potential recession, those of us who lead mortgage firms must take swift action to prepare for the worst. The last time the financial markets suffered such a precipitous… [+3988 chars]"
783,"{'id': None, 'name': 'Marketwatch.com'}",Lina Saigol,: Airlines urgently need up to $200 billion to survive as coronavirus pushes industry deeper into crisis,Airlines will run out of cash in three months unless they get emergency government help.,https://www.marketwatch.com/story/airlines-urgently-need-up-to-200-billion-to-survive-as-coronavirus-pushes-industry-deeper-into-crisis-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-IC496_airlin_ZG_20200318082722.jpg,2020-03-18T12:06:43Z,"Airlines urgently need up to $200 billion in government support to help them survive as the coronavirus pandemic deepens the liquidity crisis in the global aviation sector, the International Air Transport Association predicted.
Brian Pearce, chief economist … [+4510 chars]"
784,"{'id': None, 'name': 'Marketwatch.com'}",Dean Baker,Outside the Box: Any corporate bailouts should wipe out shareholders first,We are being told that we must give billions of dollars to big companies or the world will end. It’s not so.,https://www.marketwatch.com/story/any-corporate-bailouts-should-wipe-out-shareholders-first-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-IC316_airlin_ZG_20200316080015.jpg,2020-03-18T18:37:51Z,"Demand for airline travel has collapsed.
It looks like we are seeing an effort to do a replay of 2008 where we were told that we had to give all the money to the banks or the world would end. Today the story is that we have to bail out the airline, cruise, h… [+4151 chars]"
785,"{'id': None, 'name': 'Forbes.com'}","Eyal Bino, Contributor, Eyal Bino, Contributor https://www.forbes.com/sites/eyalbino/",Startup Nation In The Age Of Coronavirus. Is The Run Over?,"Israeli tech has had an amazing run over the past 10 years. Yet, the first quarter of 2020 is the start of a new chapter for Israeli startups. Most are going to reassess their plans and targets for the next 12-18 months, as funding and sales will be tougher t…",https://www.forbes.com/sites/eyalbino/2020/03/18/startup-nation-in-the-age-of-coronavirus-is-the-run-over/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e71ac5ae1e61700080f1ffb%2F0x0.jpg%3FcropX1%3D0%26cropX2%3D3999%26cropY1%3D37%26cropY2%3D2287,2020-03-18T15:02:09Z,"Top Israeli entrepreneurs and investors Amir Orad (Sisense), Roni Frank (TalkSpace), Ronen Nir ... [+] (Viola Ventures), and Amir Nehemia (Connecteam) share their take on the impact of COVID-19 on Israeli tech.
Sisense, TalkSpace, Viola Ventures and Connecte… [+9167 chars]"
786,"{'id': None, 'name': 'Cnet.com'}",Jackson Ryan,Coronavirus updates: Americans asked to postpone elective medical procedures as virus hits all 50 states - CNET,"Plus, Trump invokes the Defense Production Act, which lets him speed up the production of medical supplies. Here's the latest on COVID-19.",https://www.cnet.com/news/coronavirus-updates-americans-asked-to-postpone-elective-medical-procedures-as-virus-hits-all-50-states/,https://cnet3.cbsistatic.com/img/HVJXYNBvtQh-3T-4WTDE0fqE1H8=/756x567/2020/03/09/8ef1deeb-c72b-4895-97be-7ad2c1cf3487/gettyimages-1204352391.jpg,2020-03-18T16:51:00Z,"Coronavirus has spread across every continent, except Antarctica, leaving some cities empty.
Marco Di Lauro/Getty Images
For the most up-to-date news and information about the coronavirus pandemic, visit the WHO website.
COVID-19, the disease caused by a n… [+67284 chars]"
787,"{'id': None, 'name': 'Fashionista.com'}",Yusra Siddiqui,"Must Read: Magazines Lift Paywalls for Covid-19 Content, Minimalism Returns as We Near Recession","These are the stories making headlines in fashion on Wednesday. Magazines are lifting paywalls for Covid-19 contentAs the current public health crisis continues to change at rapid speed, people are turning to media outlets for regular updates. To help readers…",https://fashionista.com/2020/03/magazines-lifting-paywalls-covid-19-content,https://fashionista.com/.image/t_share/MTcxMjI0NTcwNDA4MjE2MjQz/promo.png,2020-03-18T16:10:40Z,"Photo by Noam Galai/Getty Images
These are the stories making headlines in fashion on Wednesday.
Magazines are lifting paywalls for Covid-19 contentAs the current public health crisis continues to change at rapid speed, people are turning to media outlets f… [+1235 chars]"
788,"{'id': None, 'name': 'Jalopnik.com'}",Bradley Brownell,Let's Not Do Cash For Clunkers Again,"The Car Allowance Rebate System was a $3 billion program to spur the sale of new, more-efficient cars and rejuvenate a depressed economy, which lasted from July of 2009 through late August of the same year. Though the program lasted less than two months, it h…",https://jalopnik.com/lets-not-do-cash-for-clunkers-again-1842385263,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/ykegjfgl4ajns03gfkk7.jpg",2020-03-18T01:00:00Z,"The Car Allowance Rebate System was a $3 billion program to spur the sale of new, more-efficient cars and rejuvenate a depressed economy, which lasted from July of 2009 through late August of the same year. Though the program lasted less than two months, it h… [+2293 chars]"
789,"{'id': None, 'name': 'Jalopnik.com'}",Erik Shilling,The Big Three's Coronavirus Response Still Isn't Nearly Good Enough,"The Big Three will keep up production despite coronavirus, Toyota and BMW’s factories in Europe will not, and Volkswagen might have enough cushion to survive this. All that and more in The Morning Shift for Wednesday, March 18, 2020. Read more...",https://jalopnik.com/the-big-threes-coronavirus-response-still-isnt-nearly-g-1842394193,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/oisc2judgfiznfmthxbp.png",2020-03-18T14:00:00Z,"The Big Three will keep up production despite coronavirus, Toyota and BMWs factories in Europe will not, and Volkswagen might have enough cushion to survive this. All that and more in The Morning Shift for Wednesday, March 18, 2020.
1st Gear: Coronavirus
Ye… [+8798 chars]"
